Date;N° HESSO;Date de début;Date de fin;Libellé;Statut
2013-01-08;25589;2010-01-01;2012-09-30;Développement d'un tensiomètre incassable;AC
2010-12-21;25619;2010-02-01;2010-12-31;Expertises diverses 2010;RF
2015-11-03;25638;2010-02-01;2013-12-31;MICRO-EDM-MILLING II EXEC;AC
2011-12-08;25647;2009-12-01;2010-12-31;Maquette stand hepia;AC
2011-03-30;25649;2010-03-01;2011-12-31;Codification 3D du paysage Axe Frontenex;RF
2010-05-12;25670;2010-01-01;2010-12-31;Architecture du paysage_valorisation de projets 2010;AN
2010-05-12;25673;2010-01-01;2010-12-31;Architecture du paysage_Acquisition de projets 2010;RF
2011-05-25;25674;2010-01-01;2010-12-31;ITNP - gestion administrative Ra&D 2010;AC
2010-04-12;25690;2009-06-01;2010-02-28;Mesure du degré de ségrégation résidentielle à Genève - CATI-GE - LIL - 2010;AC
2011-03-17;25694;2010-03-01;2010-05-14;Expertise Informatique / Affaire JI09.013941/DHU/nsa;AC
2010-09-13;25703;2010-03-01;2010-10-31;Etude du procédé de chauffage pour la fabrication de tubes en PEHD. Recherche des paramètres idéaux relatifs à la positions de la buse par simulation CFD.;AC
2011-09-01;25711;2010-03-07;2011-08-31;Etude pour visualisation et navigation dans une collection de parfums selon besoins de Firmenich SA;AC
2014-01-07;25724;2010-01-04;2013-03-31;HEAT Transfer Improvement for New Generation of Heat Exchan;AC
2011-12-12;25725;2010-03-07;2010-10-01;Tête de forage expansive;AC
2014-11-03;25726;2010-11-01;2013-10-31;Intelligent Surfaces by Titania Thin Film Systems;AC
2011-01-29;25733;2010-05-01;2013-04-30;Environmental Economic Analysis of Irrigated Agriculture in the Region of Doukkha,  externalities and economic benefits.;RF
2013-04-30;25736;2009-05-01;2012-04-30;Comportements alimentaires, sevrage de substances psycho-actives et risque de rechute.;AC
2015-05-12;25745;2012-03-01;2015-12-31;Analyse des phénomènes aérothermiques existants lors de l'ouverture d'un disjoncteur à courant continu pour trains;EC
2010-08-31;25761;2010-01-01;2010-12-31;Commission scientifique de Realtech;AC
2014-11-18;25766;2010-02-01;2011-02-01;Conception et optimisation d'engrenages non-circulaires pour l`horlogerie;AC
2011-07-06;25773;2010-01-01;2010-12-31;INTERVENTIONS PEDAGOGIQUES ET COLLOQUES;AC
2012-02-02;25776;2010-02-01;2010-06-30;Hannover Messe 2010;AC
2011-01-10;25778;2009-11-01;2010-12-31;Développement d'interfaces d'instrumentation - Scanivalves;AC
2011-05-12;25779;2011-05-12;2011-05-12;Etude aérodynamique sur des coffret électriques pour des trains à grande vitesse;RF
2010-08-12;25783;2010-08-12;2010-08-13;Etude aérodynamique de roues de vélos;AC
2010-12-21;25785;2011-01-01;2011-12-31;Convention gesdec-hepia pour assurer le suivi du réseau d'observation des sols genevois (réseau GEOS);AN
2010-09-17;25789;2010-09-01;2011-12-31;Validation expérimentale sur site d'un déphaseur d'ondes thermiques pour le rafraichissement passif  ;AC
2011-05-25;25808;2010-01-01;2010-12-31;Acquisition et valorisation 2010 GN;AC
2010-10-21;25846;2010-06-01;2010-06-30;Engineered 3D liver cultures on membranes for liver-stage malaria;AN
2010-11-02;25847;2010-01-01;2010-05-31;Multi Organ Chip for Human cell based Alternative testing ;AC
2013-04-15;25850;2010-01-03;2011-01-03;Balance multiaxiale à lévitation magnétique pour mesure dynamique des  forces aérodynamiques.  Multi Axis Levitation Aerodynamic Forces Instrument;AC
2012-06-29;25861;2010-04-01;2011-09-01;High-Accuracy Linear Encoder using Speckle Pattern;AC
2013-01-21;25885;2011-01-01;2013-12-31;Expertise informatique / Affaire P1 10 296 MP - Putallaz Alain;AC
2010-12-14;25892;2009-12-01;2010-11-30;Accompagnement pour la mise en place d'une stratégie environnementale;AC
2012-12-07;25894;2010-02-22;2011-12-31;Développement base de données librairie Institut Florimont;AC
2010-09-01;25895;2010-02-26;2010-08-31;ProPAn: From Protein to Patent Annotation;AN
2010-12-14;25902;2012-01-01;2012-12-31;Convention gesdec-hepia pour assurer le suivi du réseau d'observation des sols genevois (réseau GEOS);AN
2010-12-14;25903;2013-01-01;2013-12-31;Convention gesdec-hepia pour assurer le suivi du réseau d'observation des sols genevois (réseau GEOS);AN
2010-12-14;25906;2014-01-01;2014-12-31;Convention gesdec-hepia pour assurer le suivi du réseau d'observation des sols genevois (réseau GEOS);AN
2010-12-14;25907;2015-01-01;2015-12-31;Convention gesdec-hepia pour assurer le suivi du réseau d'observation des sols genevois (réseau GEOS);AN
2013-09-07;25932;2010-03-15;2012-12-31;Plans audio-tactiles pour personnes aveugles pour le 'centrevue' du canton de Neuchâtel;AC
2014-01-31;25940;2010-10-01;2011-09-30;Interfaces communicantes pour la protection des biens culturels documentaires;AN
2013-02-18;25949;2010-03-31;2013-12-31;Développement de méthode permettant de fabriquer des couches minces de matériaux perovskite épitaxial sur grande surface;AC
2011-01-29;25966;2010-06-01;2011-11-30;Utiliser une démarche scientifique pour ouvrir la « black box » de la création d'entreprises, en comprendre les composantes et les interactions ainsi que les incidences quantitatives et qualitatives sur le tissu économique.;RF
2010-10-18;25969;2010-10-01;2010-10-31;ARIA NUOVA MONZA;AC
2011-01-10;25981;2010-03-15;2010-12-31;Musée olympique et TSR - La technologie dans les sports;AC
2010-05-27;26005;2010-02-28;2010-04-30;Usinabilité EDM de LaFeCoSI;AC
2011-12-01;26036;2010-06-01;2011-06-30;CFD analyses of the Table Top  Reactor for the production of hydrogen by direct splitting of the water molecule at very high temperature;AC
2012-01-17;26045;2010-03-01;2011-12-31;Centre de créativité Genève CCG  Une démarche de l'Université de Genève et de la HES-SO Genève pour stimuler les chercheurs et augmenter la collaboration avec le tissu économique régional;AC
2013-09-26;26048;2010-04-14;2010-04-15;Peut-on estimer la dépense énergétique de l'enfant sévèrement malade à l'aide d'équations au lieu de la mesurer par calorimétrie indirecte? Une revue systématique.;RF
2010-05-26;26052;2010-01-01;2010-05-26;Valorisation auprès de la conférence "applied aerodynamics" de AIAA du travail effectué dans le cadre du projet de restauration des moulins de l'île de Patmos;RF
2015-01-12;26073;2010-08-01;2020-12-31;Réalisation d'un programme de recherche sur l'aérodynamique des roues de vélos. Préparation des Jeux Olympiques de Londres 2012 avec la société Mavic.;EC
2014-11-04;26085;2010-09-15;2011-09-14;Conception, fabrication et test d'un frein miniaturisé rotatif contrôlable, hautement dynamique et à haute densité de couple basé sur l'utilisation d'un fluide magnétorhéologique travaillant en cisaillement;AC
2015-02-04;26090;2010-09-30;2012-08-31;Derivation of innovative fabric characteristics from 3D virtual garment simulation;AC
2014-09-18;26099;2010-03-01;2013-10-31;QCRYPT, Secure High-Speed Communication based on  Quantum Key Distribution;AC
2013-12-09;26102;2010-04-01;2013-06-10;Marquage des truites à la calcéine - suivi cours d'eau;AC
2011-04-19;26131;2010-04-01;2010-10-15;Foire de Fribourg;AC
2013-10-29;26138;2011-01-01;2012-03-31;Comment organiser le partenariat  entre Etat et organisations à but non lucratif dans la mise en oeuvre de politiques sociales au niveau local?   L'exemple de la politique d`insertion dans 4 cantons romands     ;AC
2011-03-24;26170;2010-01-01;2010-12-31;INIT : Acquisition et valorisation de projets 2010;AC
2011-05-25;26171;2010-01-01;2010-12-31;Acquisition et valorisation AGRO 2010.;AC
2011-05-11;26172;2010-01-01;2010-12-31;Acquisition et valorisation IBIO 2010;AC
2011-03-24;26173;2010-01-01;2010-12-31;Acquisition et valorisation IMEC 2010;AC
2011-11-25;26174;2010-01-01;2010-12-31;Acquisition et valorisation INIS 2010;AC
2010-04-29;26175;2010-01-01;2010-12-31;IMEC - acquisition et valorisation de projets Ra&D - 2010;RF
2011-03-21;26177;2010-10-01;2011-09-30;libre;RF
2011-03-24;26181;2010-01-01;2010-12-31;INES - acquisition et valorisation de projets 2010;AC
2011-03-24;26182;2010-01-01;2010-12-31;AP 2010 - acquisition et valorisation de projets ;AC
2011-10-25;26188;2010-10-01;2010-12-31;Analyse du comportement des éclaboussures au sein d'un reservoir;AC
2013-09-06;26202;2010-05-04;2011-08-31;Un outil pédagogique pour l'analyse des représentations de la maltraitance et sa prévention: recherche action en institutions pour personnes handicapées mentales adultes;AC
2012-10-22;26203;2010-05-04;2011-08-31;Valorisation de la recherche sur L'évaluation des effets de la thérapie psychomotrice;AC
2013-02-05;26204;2010-05-04;2012-12-31;Valorisation : publication d'un article sur projet "regroupement familial des ascendants et travail social";AC
2011-01-20;26211;2010-06-01;2010-12-31;Etude du comportement au vent de textiles architecturaux;AC
2013-09-09;26248;2010-05-01;2011-08-31;Valorisation Le travail social à l'épreuve des rites. Processus identitaires et citoyenneté des adolescent-e-s placé-e-s en foyers  ;AC
2013-02-05;26249;2010-05-01;2011-08-31;Valorisation  "Vieillir dans son quartier : qualité de vie et pouvoir d'agir des personnes en âges AVS"  ;AC
2015-02-11;26251;2010-05-01;2011-08-31;Mandat-Les usages sociaux des jardins familiaux à Genève.   Une analyse du cas du secteur de La Chapelle-les Sciers  mandat du DCTI  ;AC
2010-12-06;26259;2010-01-01;2012-06-30;Coordination, préparation et synthèse des séances de la commission des arbres;RF
2015-07-24;26261;2010-05-01;2014-12-31;Passe à poissons sur le Boiron de Morges, secteur du Moulin de Lussy  ;AC
2014-04-01;26267;2010-05-17;2014-05-31;Sexage moléculaire de Ginkgo biloba;AC
2010-09-29;26278;2010-04-01;2010-09-30;Stratégie L/S et Recommandations d'Analystes;AC
2011-03-17;26293;2010-05-17;2010-05-20;Expertise informatique pour GPS;AC
2013-09-27;26294;2010-09-01;2012-08-31;La réflexivité dans l'activité des travailleurs sociaux : enjeux pour la professionnalisation (projet interne accepté par le RESAR);AC
2012-11-12;26319;2010-05-01;2011-04-30;Traitements de lutte microbiologiques des cimetières de la ville de Lausanne pour lutter contre le dépérissement des buis;AC
2012-11-12;26321;2011-01-01;2011-12-31;Suivi environnemental du chancre coloré sur le territoire de la ville de Lausanne;AC
2013-09-27;26326;2010-04-13;2010-10-29;La prévention du syndrome du bébé secoué;AC
2010-10-27;26336;2010-02-01;2010-10-30;Analyse empirique du risque de sous-enchère salariale potentielle sur le marché du travail genevois;AC
2010-12-20;26339;2010-01-01;2010-12-31;Développements SIDP et collaboration sur la plate-forme web;AC
2014-02-28;26352;2010-01-01;2012-12-31;Présidente de la BIS;AC
2014-04-09;26362;2011-01-01;2013-12-31;Assurer la communication et la valorisation de l'invention de mur végétalisé ayant fait l'objet d'un brevet.;TA
2013-12-10;26363;2010-11-01;2013-02-28;Clonage et caractérisation d'enzymes clés pour la biosynthèse de terpènes d'intérêt en vue de leur utilisation pour une production par approche biotechnologique (Commission pour la technologie et l'innovation, projet CTI no. 11125.2 PFLS-LS).;AC
2015-04-27;26382;2010-12-01;2013-12-31;Qualification des ambiances urbaines par le biais d'une   instrumentation d'acquisition et de visualisation de données   environnementales qualitatives et quantitatives. ;AC
2014-12-04;26389;2011-12-01;2013-12-31;OpenLoggia;AC
2010-12-21;26396;2010-01-01;2010-12-31;Acquisition et valorisation de projets 2010;AC
2013-10-22;26438;2010-04-01;2011-12-31;Simulation 3D des mouvements de foule;AC
2012-01-03;26439;2011-03-01;2011-11-01;Visualisation 3D de la pleine de Plainpalais ;AC
2013-10-10;26450;2010-03-01;2010-08-31;Recours à l'aide à domicile et positionnement d'acteurs;AC
2013-10-10;26451;2009-09-01;2010-02-28;Recours à l'aide à domicile et positionnement d'acteurs;AC
2012-05-08;26461;2010-04-15;2010-06-08;Impact des événements stressants, du soutien social et des stratégies de coping sur le bien-être et le sentiment d'auto-efficacité parentale de la mère, en période périnatale;AC
2012-05-08;26463;2010-04-15;2010-06-08;Accompagnement des femmes enceintes par hypnose lors de la tentative de version céphalique externe du foetus en siège : une étude comparative.;AC
2013-09-26;26478;2010-04-15;2010-06-08;Physical rehabilitation in persons with advanced obesity.  Effect of dance therapy on the functional capacity of patients with advanced  Obesity  ;AC
2013-09-25;26481;2010-09-01;2011-03-31;ÉTUDE SUR LE DÉVELOPPEMENT DE L'INTERVENTION AMBULATOIRE AU DOMICILE DES ENFANTS DANS LE CANTON DE NEUCHÂTEL;AN
2011-03-17;26485;2010-06-10;2010-06-25;Expertise informatique pour GPS 2;AC
2011-03-10;26487;2010-09-01;2010-12-01;Etude Ra&D d'un dispositif d'accroche sur boule de remorquage.;AC
2012-11-19;26489;2012-09-01;2014-12-31;Création d'une nouvelle offre des chaussures sur mesure sur l'Internet dans le segment du luxe.;AN
2011-05-24;26498;2010-09-15;2010-12-31;Mise à jour du Rapport de durabilité;AC
2011-06-16;26499;2010-09-01;2011-05-31;Accompagnement pour le développement du service de référence en ligne des bibliothèques municipales et de la bibliothèque de Genève;AC
2012-11-29;26515;2010-02-01;2010-08-31;Publication "Transnationalités et  développement : rôles de l'interculturel";AC
2011-10-18;26516;2010-02-01;2010-08-31;URAMBA ' Beauty in Age  European Regional Development Fund;AC
2013-04-30;26520;2010-07-02;2012-04-30;Valorisation projet DORE  13DPD3-114074  au cours du support nutritionnel chez l'enfant sévèrement malade.  ;AC
2013-01-28;26575;2010-01-01;2010-12-31;CEDIC 2010;AC
2013-02-19;26583;2010-09-01;2011-12-31;Website européen génocide Roma;AC
2012-02-27;26595;2010-07-01;2011-12-31;Gestion coopérative de la relation client (CRM) dans les destinations touristiques : Développement d'une méthode d'implémentation;AC
2010-12-15;26596;2010-08-01;2010-10-30;Rationalisation et optimisation des pratiques documentaires au sein de l'Organe Genevois de répartition des bénéfices de la Loterie Romande;AC
2012-05-08;26633;2010-04-15;2010-04-16;Standards de qualité pour une restauration collective promouvant la santé.;AC
2011-01-21;26683;2010-12-30;2011-01-31;Développement d'une forme aérodynamique pour une voiture électrique dans le but d'un « wheel-driven land speed record »;RF
2011-08-26;26702;2010-10-01;2012-09-30;Optimisation de la lutte biologique par conservation en cultures de Brassicacées : quels aménagements pour quels auxiliaires?;RF
2012-10-31;26730;2011-02-01;2012-03-31;Outil informatique d'aide à l'exploitation du système de gestion de la sécurité des systèmes d'information basé sur la norme ISO/IEC 27001;AC
2014-12-11;26734;2010-10-01;2014-12-31;Eco-mobilité TPG;AC
2011-12-09;26771;2010-11-01;2012-10-31;An Ethnographic Approach to Changes in Accountant Profiles and Tasks  The leading role of an Integrated Financial System in public administration  ;RF
2010-10-13;26772;2010-10-10;2010-10-13;Intégration du logiciel libre OpenFOAM sur une plateforme de calcul distribué multi site;RF
2011-01-18;26779;2010-11-01;2011-10-31;Optimisation des Affectations aux Choix d'Options;RF
2011-01-18;26818;2009-09-01;2010-09-30;Agglomération métropolitaines du canton de Genève;AC
2015-09-23;26829;2010-07-01;2015-12-31;Partenariat SCANE-LEEA;AC
2011-12-13;26837;2011-01-01;2012-01-31;GESTION OPTIMISÉE DES IDENTITÉS NUMÉRIQUES MOBILES ;RF
2013-08-06;26839;2011-04-01;2012-12-31;Real-time Engine for Selecting Information for Patentable Innovation;AC
2013-09-06;26880;2010-04-15;2010-08-31;traduction (all-fr) de l'article « La stigmatisation des chômeur-euses en fin de droit, une analyse de laproblématique du chômage de longue durée. » de Daniel C. Aeppli et Hans-Ruedi Hertig. ;AC
2015-01-20;26883;2011-01-01;2014-12-31;epSOS 2 ' Smart Open Services for European Patients  - Open eHealth Initiative for a European Large  Scale Pilot of Patient Summary and Electronic Prescription  ' Extension;TA
2014-07-07;26886;2010-09-01;2014-02-28;Implant universel pour fémur;AC
2015-01-20;26887;2010-09-01;2014-08-31;FP7-ICT-2009-5 - KHRESMOI, Knowledge Helper for Medical and Other Information Users;TA
2013-12-18;26938;2010-09-01;2012-08-31;Typologie des groupes de parole au sein des institutions qui accueillent les personnes déficientes intellectuelles adultes. Des espaces d'expression comme passerelle à une participation collective et publique ?;AC
2011-12-16;26954;2005-01-01;2008-12-31;Réseau de compétence MaCHoP (participation Ge);AC
2011-01-25;26964;2009-09-01;2010-08-31;EDITION PALEO 2010  Partenariat entre la HES-SO Genève et le 35ème Paléo Festival ;AC
2012-02-23;26965;2010-09-01;2011-08-31;EDITION PALEO 2011  Partenariat entre la HES-SO et le 36ème Paléo Festival ;AC
2011-10-18;26989;2010-01-01;2011-12-31;Plasmatreatment for flexible substrates;RF
2011-05-24;27005;2010-11-19;2010-11-19;Journée de l'immobilier et du logement;AC
2011-12-16;27022;2010-08-01;2011-07-31;Roche-Tox;AC
2012-07-16;27033;2010-01-01;2011-02-28;Gestion des crues / TM;AC
2014-05-30;27039;2010-10-01;2013-12-31;Multi-Site ARC services;AC
2013-09-26;27041;2010-10-01;2010-10-15;Posture maternelle et correction des variétés de présentations foetales occipito-postérieures: un essai clinique randomisé.;AC
2012-10-16;27046;2009-04-01;2010-07-15;La construction des partenariats de recherche en  HES Santé et Travail social;AC
2013-01-28;27052;2010-01-01;2010-12-31;Socle Ra&D S2 2010;AC
2011-10-11;27062;2011-10-11;2011-10-11;Simulation aérodynamique du désenfumage d'un parking sous-terrain;RF
2013-09-16;27100;2010-05-01;2012-08-31;P1 Auxiliaires de santé migrants et "brain waste" : enquête qualitative portant sur les cantons de Genève, de Saint-Gall et du Valais;AC
2011-01-31;27102;2010-07-01;2010-12-23;Modèle de données SwissTLM3D;AC
2013-12-17;27112;2011-01-01;2013-12-31;Application de l'OSol;AC
2012-12-19;27114;2011-01-01;2011-12-31;Projets de recherche liés à l'utilisation de la tensiométrie pour le suivi de la plantation d'arbres en milieu urbain;AC
2012-12-19;27115;2011-01-01;2011-12-31;Projets de recherche en collaboration avec l'entreprise FIRMENICH;AC
2010-12-03;27117;2010-01-01;2011-12-31;Etude du fonctionnement et protection des sols forestiers;AC
2012-12-19;27118;2011-01-01;2011-12-31;Etude du fonctionnement et protection des sols forestiers;AC
2011-06-22;27145;2010-10-17;2011-04-15;Assurer une mission d'analyse des prestations fournies par la médiathèque du CRDP pour les enseignat-e-s du DIP;AC
2014-05-19;27148;2010-10-01;2013-12-31;Bagnes - mandats divers ;AC
2013-01-24;27153;2011-01-01;2012-07-31;Développement d'un module embarqué à basse consommation devant compter les ouvertures et fermetures d'un bouchon vissé sur une bouteille de désinfectant et mesurer le débit du liquide lors de son utilisation;AC
2014-12-18;27155;2012-04-01;2014-06-20;Développement d'un capteur de débit à faible coût sur membranes polymères;AC
2015-07-22;27169;2011-01-01;2012-12-31;Etude de faisabilité sur la combinaison de techniques de traitement de surfaces existantes en vue de nouvelles possibilités de décors iconographiques sur matériaux non poreux;AC
2013-09-07;27172;2011-02-01;2012-04-30;Reconfiguration Dynamique des FPGAs appliquée à la Tolérance aux Pannes ;AC
2015-02-04;27176;2011-04-01;2012-09-30;Graphic Ceram ;AC
2015-08-06;27192;2011-02-17;2014-06-30;A reassessment of the relationship between the body and body equipment;EC
2011-05-25;27203;2011-01-01;2011-06-30;Réalisation d'une soufflerie pour étudier la résistance au flappement ;RF
2014-07-03;27226;2011-03-01;2012-08-31;Synthèse, caractérisation et applications de nanocomposites à matrice polymère ;AC
2012-01-04;27248;2010-11-08;2011-01-31;Conception d'un projet visant à la mise en place dans les Alpes françaises et italiennes de filières d'approvisionnement durable en ressources végétales spontanées (RVS) destinées à l'industrie de la cosmétique et du parfum.;AC
2014-12-05;27307;2010-08-01;2013-12-31;Filtration des eaux de chaussées;AC
2010-12-21;27331;2010-11-01;2011-12-31;Optimisation d'une méthode de gestion de la faune : la translocation;RF
2013-01-24;27352;2011-04-04;2012-02-06;Modélisation et visualisation de la maquette 3D de l'institut de recherche de Battelle ;AN
2011-09-01;27357;2010-01-01;2010-12-31;REALTECH2010;AC
2014-11-04;27371;2011-01-01;2020-12-31;CYCLE_CONFERENCES_PAYSAGE;EC
2013-01-24;27391;2010-12-01;2012-12-31;DGNP ateliers de travail toitures végétalisées;AC
2014-08-11;27398;2011-01-01;2013-12-31;MRPS - Projet de paysage pour la Maison de retraite Petit Saconnex;AC
2015-01-05;27447;2010-10-01;2012-03-30;Projet Thématique Mecatronique  Lambda Health System;AC
2010-12-14;27452;2010-11-25;2010-12-01;test secret  institut;AN
2015-10-28;27495;2011-01-01;2014-12-31;"From youth to adulthood: Descendents of immigrants insertion in the Swiss society"  NCCR IP2 "LIVES";AC
2013-06-11;27496;2011-01-01;2012-06-30;Mise à disposition d'une plateforme d'(auto-)évaluation des services d'information en ligne pour : (1) comprendre les besoins des utilisateurs, (2) analyser leurs activités, (3) estimer de l'utilité des ressources, (4) améliorer l'utilisabilité du site we;AC
2015-10-28;27510;2011-01-01;2013-12-31;Sinergia;AC
2013-09-25;27527;2010-11-01;2010-12-31;A:  « De l'érosion du suivi médical et social. La fragilité de l'engagement dans les relations d'aide et de soin et ses enjeux institutionnels, éthiques et humains ». ;AC
2014-03-12;27545;2012-01-01;2012-12-31;Projets de recherche liés à l'utilisation de la tensiométrie pour le suivi de la plantation d'arbres en milieu urbain;AC
2013-04-23;27546;2013-01-01;2013-12-31;Projets de recherche liés à l'utilisation de la tensiométrie pour le suivi de la plantation d'arbres en milieu urbain;AN
2013-09-26;27547;2010-09-07;2010-10-15;Validation d'échelles francophones d'évaluation du stress perçu, du soutien social et des stratégies de coping spécifiques à la périnatalité.;AC
2011-12-20;27550;2011-01-03;2011-12-30;Imagina 2011;AC
2014-05-05;27564;2011-01-10;2012-08-31;Cloud Monitoring;AC
2011-05-18;27565;2011-01-01;2011-12-31;Generating Relevance for Automated Alerts in Life  Sciences;RF
2013-09-27;27577;2010-11-01;2010-12-31;A:  « De l'érosion du suivi médical et social. La fragilité de l'engagement dans les relations d'aide et de soin et ses enjeux institutionnels, éthiques et humains ». ;AC
2013-10-29;27606;2011-01-01;2012-03-31;Complément RECSS au projet "Comment organiser le partenariat  entre Etat et organisations à but non lucratif dans la mise en oeuvre de politiques sociales au niveau local?   L'exemple de la politique d`insertion dans 4 cantons romands "    ;AC
2011-10-05;27631;2011-02-01;2011-06-30;Méthodologie et évaluation d'un site potentiel pour la succursale de SL&C;AC
2011-05-17;27632;2010-08-01;2011-06-30;L'aérodrome de Sion face à son avenir;AC
2012-12-04;27634;2010-10-01;2011-09-30;Portrait socio-économique de la Ville de Genève;AC
2013-02-18;27642;2010-12-10;2012-06-30;Réalisation d'une structure permettant d'empiler les modules verticaux biobed développés par hepia avec une végétalisation optimisée garantissant un entretien simple du mur biobed de;AC
2012-02-03;27647;2010-10-01;2011-07-31;Salveli-migr;AC
2012-02-03;27648;2010-10-01;2011-07-31;Dranse;AC
2012-10-05;27686;2010-12-01;2011-01-31;Pré-dimensionnement du dispositif de traction sur câble du projet EXTER+;AC
2013-09-27;27701;2011-06-19;2012-09-20;Musée Formations Santé;AN
2014-01-20;27746;2010-12-01;2015-12-01;Créabéton - Valorisation brevet enveloppes végétales;AC
2013-04-30;27748;2010-10-01;2010-10-15;Profil plasmatique des acides animés chez l'enfant sévèrement malade.;AC
2013-09-16;27823;2011-01-01;2011-12-31;RCSO-TIC 2011;AC
2013-09-09;27827;2011-01-01;2011-12-31;Complément "Genre & diversité comme défis : une nouvelle approche pour les hautes écoles et pour les responsables d'égalité des chances ?";AC
2013-11-21;27828;2011-01-01;2011-12-31;Complément "Formation post-obligatoire et précarité du statut de séjour : analyse du dispositif genevois de soutien et processus identitaires";AC
2013-09-06;27829;2010-12-01;2011-12-31;complément NCCR: Overcoming vulnerability : Life Course perspectives. From Youth to Adulthood : Descendents of Immigrants insertion in the Swiss Society;AN
2012-12-20;27830;2011-01-01;2011-12-31;projet interne  "L'espace du jardin familial : modes de vie privés en milieux populaires et leurs régulations publiques";AC
2013-02-18;27831;2011-01-01;2011-12-31;Soutien dépôt DORE : La fabrication de la citoyenneté juvénile dans les rituels politiques. Expériences croisées de jeunes majeur-e-s et d'autorités communales;AC
2013-09-06;27833;2011-01-01;2011-08-31;soutien projet externe CODESRIA : Aspects psychosociaux, identité et résilience : une recherche comparative entre l'espace africain (la Côte d'Ivoire, le Sénégal) et celui de la diaspora (la Suisse);AC
2013-02-12;27834;2011-01-01;2011-12-31;Traduction Les élèves d'origine turque dans le système éducatif Suisse;AC
2011-05-25;27970;2011-01-10;2011-12-31;N2 flow analysis in coffee capsules filling and closing machines;AN
2011-03-30;27981;2011-01-01;2012-02-29;Design, construction and evaluation of a Peptide Microarray;AN
2012-11-30;27997;2011-09-01;2013-09-15;Providing equal chances to disabled and special needs students: implementation to a cost effective game based case study teaching in the virtual world of Second Life.;RF
2011-06-08;27998;2011-09-01;2013-09-30;Second Brain;RF
2011-12-22;28010;2011-03-01;2011-12-31;Les flux de RODIN;RF
2011-12-29;28013;2011-02-01;2011-07-31;Aide à la conception d'une nouvelle organisation de l'information;AC
2011-01-26;28058;2011-05-01;2011-10-31;Inventaire automatisé des toitures végétalisées à l'échelle du canton de Genève;RF
2012-11-30;28080;2011-09-01;2013-08-31;Cost effective game based marketing teaching in immersive 3D virtual worlds: A comparative  implementation of cross-border multi-campus case study teaching in Second Life.;RF
2012-11-29;28097;2012-01-01;2013-12-31;Challenging the precautionary principle in global risk governance: Lessons from the H1N1 pandemic and the Iceland volcano's ash cloud;RF
2012-05-24;28105;2010-11-01;2012-04-30;Etude des charges d'agglomération métropolitaine du Canton de Genève / Volets : Trafic et Santé;AC
2014-12-07;28115;2011-03-01;2013-02-28;Contrôle de Cameraria ohridella sur marronnier par lutte biologique et lutte microbiologique ;AC
2011-05-18;28118;2011-02-01;2011-02-28;Reuse and Alert for better Health;RF
2014-11-07;28168;2011-02-01;2014-03-31;L'effet d'une danse thérapie sur la capacité fonctionnelle chez des personnes obèses.  Effect of dance therapy on the functional capacity of patients with advanced  Obesity  ;AC
2012-12-19;28184;2011-01-01;2012-02-28;Épuration des eaux de refroidissement et de ruissellement ' site du CERN;AC
2015-01-20;28281;2011-01-01;2011-12-31;Participation aux réseaux Sustainable Engineering et Manufuture  Recherche de nouveaux projets et valorisation activités CNMP;AC
2013-07-09;28305;2011-03-01;2013-01-28;Valorisation de l'étude "Le tour de lit en soins intensifs : activité de l'infirmière en situation dynamique";AC
2011-05-27;28356;2010-05-28;2010-12-23;Récupération Information GPS embarqué AUDI;AC
2014-02-28;28359;2011-01-10;2012-02-29;Accompagnement de la mise en place d'une campagne développement durable dans le domaine de la consommation énergétique;AC
2011-11-03;28362;2010-05-28;2010-12-23;Récupération Information GPS embarqué AUDI;AC
2011-02-10;28368;2011-02-01;2013-02-28;Contrôle de Cameraria ohridella sur marronnier par lutte biologique et lutte microbiologique.;AN
2015-04-24;28370;2011-02-14;2020-12-31;Mandats divers;EC
2014-01-07;28371;2010-01-01;2012-12-31;Comité scientifique RCSO ISYS de 2010 à 2012;AC
2011-02-14;28381;2011-01-01;2011-12-31;inSTI;RF
2012-03-26;28386;2011-02-01;2011-03-31;Commercialisation de Sublime Video;AC
2011-09-14;28542;2011-02-01;2011-03-30;Evaluation de la biodiversité en macroinvertébrés de Genève Plage et de la Grande Rade.;AC
2013-12-09;28543;2011-01-01;2020-12-31;Participation au comité scientifique du  RCSO RealTech;AC
2012-10-01;28559;2011-02-25;2011-12-31;Suite EXTER+;AC
2013-01-25;28593;2012-01-01;2014-07-01;nomadic habitats ;AC
2015-06-23;28599;2011-03-01;2017-12-31;Suivis par GPS d'ongulés: projet "CAPREOLUS";EC
2014-04-22;28613;2012-01-01;2013-04-30;An Integrated Microfabricated Device for Dual Microdialysis and in vitro Blood-Brain Barrier;AC
2012-11-29;28704;2010-05-25;2011-03-14;publication livre "la médiation artistique....";AC
2014-05-02;28740;2010-10-01;2012-09-30;Assemblages bimétalliques par Frittage "Flash";AC
2012-10-19;28741;2011-09-01;2013-03-31;Dynamique spatiale et coûts de la santé des professions de santé non médicales;AN
2013-01-25;28756;2011-01-01;2011-12-31;Socle Ra&D S2 2011;AC
2013-01-25;28757;2011-01-01;2011-12-31;CEDIC 2011;AC
2011-04-29;28762;2011-02-01;2011-03-31;Analyse de l'application Flora;AC
